City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Tuatapere,NZ,-46.13,167.68,73.0,48,100,13.0,overcast clouds
363,Sigiriya,LK,7.95,80.74,75.6,82,81,10.11,broken clouds
364,Kaseda,JP,31.42,130.32,57.2,71,40,10.29,scattered clouds
365,Acapulco,MX,16.86,-99.89,84.2,79,75,4.7,broken clouds
366,Poum,NC,-20.23,164.02,78.51,75,0,13.04,clear sky
367,Kisangani,CD,0.52,25.2,69.04,93,56,0.92,broken clouds
368,Baturaja,ID,-4.13,104.17,77.45,90,100,1.7,overcast clouds
369,Bakchar,RU,57.02,82.07,27.86,96,100,5.5,overcast clouds
370,Sur,OM,22.57,59.53,77.79,62,0,13.6,clear sky
371,Troitskoye,RU,52.98,84.68,31.05,94,100,7.47,overcast clouds
372,Qui Nhon,VN,13.77,109.23,75.63,73,100,5.37,overcast clouds
373,Aginskoye,RU,51.1,114.53,33.33,85,0,2.24,clear sky
374,Lodwar,KE,3.12,35.6,86.88,41,60,10.65,broken clouds
375,Koratla,IN,18.82,78.72,71.1,75,74,1.81,broken clouds
376,Fuerte Olimpo,PY,-21.04,-57.87,72.91,94,61,4.59,broken clouds
377,Mayumba,GA,-3.43,10.66,76.59,86,100,6.87,light rain
378,Leningradskiy,RU,69.38,178.42,23.47,91,0,4.09,clear sky
379,Yemtsa,RU,63.07,40.33,34.05,98,100,1.34,light rain
380,Oistins,BB,13.07,-59.53,84.2,70,40,26.4,scattered clouds
381,Santo Antonio Do Ica,BR,-3.1,-67.94,74.64,97,100,0.74,overcast clouds
382,Holme,DK,56.11,10.17,53.6,93,79,4.7,broken clouds
383,Kamaishi,JP,39.27,141.88,51.8,81,75,3.36,broken clouds
384,Zlobin,HR,45.29,14.65,64.0,82,75,5.82,broken clouds
385,Aitape,PG,-3.14,142.35,86.54,61,41,3.06,scattered clouds
386,Rorvik,NO,64.86,11.24,42.96,64,93,1.95,overcast clouds
387,Taoudenni,ML,22.68,-3.98,85.05,13,97,7.78,overcast clouds
388,Atambua,ID,-9.11,124.89,87.1,57,29,2.55,scattered clouds
389,Svatove,UA,49.41,38.15,57.42,84,100,9.69,light rain
390,Ambilobe,MG,-13.2,49.05,68.54,76,0,5.28,clear sky
391,Bilibino,RU,68.05,166.44,19.36,89,0,0.94,clear sky
392,Banda Aceh,ID,5.56,95.32,83.05,69,67,7.02,moderate rain
393,Zvornik,BA,44.39,19.1,44.6,100,100,2.24,mist
394,Sibolga,ID,1.74,98.78,79.95,77,100,2.95,moderate rain
395,Sunland Park,US,31.8,-106.58,71.6,26,1,16.11,clear sky
396,Kruisfontein,ZA,-34.0,24.73,66.99,87,44,7.45,scattered clouds
397,Bathsheba,BB,13.22,-59.52,84.2,70,40,26.4,scattered clouds
398,Narsaq,GL,60.92,-46.05,26.6,79,97,2.24,overcast clouds
399,Okitipupa,NG,6.5,4.78,74.32,97,100,1.61,overcast clouds
400,Lima,PE,-12.04,-77.03,63.0,82,75,8.05,broken clouds
401,Ankazobe,MG,-18.32,47.12,57.2,87,20,8.05,few clouds
402,Pascagoula,US,30.37,-88.56,78.8,83,1,6.93,clear sky
403,Yulara,AU,-25.24,130.99,66.2,52,75,11.41,broken clouds
404,Ancud,CL,-41.87,-73.82,51.01,93,90,8.05,overcast clouds
405,Simao,CN,22.79,100.97,64.47,61,100,0.76,overcast clouds
406,Tulum,MX,20.22,-87.47,82.4,83,75,3.36,broken clouds
407,Sabha,LY,27.04,14.43,62.38,37,0,9.22,clear sky
408,Ramhormoz,IR,31.28,49.6,64.15,35,0,3.06,clear sky
409,Roald,NO,62.58,6.13,42.8,56,100,12.75,overcast clouds
410,Pozo Colorado,PY,-23.49,-58.8,77.05,80,3,4.94,clear sky
411,Abu Kamal,SY,34.45,40.92,65.52,33,100,5.06,overcast clouds
412,Yelizovo,RU,53.19,158.38,39.2,80,75,2.24,broken clouds
413,Dabat,ET,12.98,37.77,53.04,77,43,0.45,scattered clouds
414,Bayir,TR,37.27,28.22,57.2,82,0,3.36,clear sky
415,Maniitsoq,GL,65.42,-52.9,27.07,84,0,5.39,clear sky
416,Okhotsk,RU,59.38,143.3,39.97,93,100,14.79,light rain
417,Henties Bay,NA,-22.12,14.28,60.01,88,7,5.57,clear sky
418,Coffs Harbour,AU,-30.3,153.13,73.4,73,90,10.29,overcast clouds
419,Zuenoula,CI,7.43,-6.04,71.22,95,0,3.36,clear sky
420,Athens,GR,37.98,23.72,66.0,62,0,3.56,clear sky
421,Ossora,RU,59.24,163.07,42.55,63,0,0.78,clear sky
422,Robertsport,LR,6.75,-11.37,79.32,83,100,5.93,moderate rain
423,Mount Pleasant,US,32.79,-79.86,73.0,100,1,8.48,clear sky
424,Adre,TD,13.47,22.2,74.32,20,50,10.51,scattered clouds
425,Goderich,CA,43.75,-81.72,51.01,88,100,22.66,overcast clouds
426,Bosaso,SO,11.28,49.18,78.03,57,100,3.11,overcast clouds
427,Nyagan,RU,62.14,65.39,20.28,96,0,4.47,clear sky
428,Darnah,LY,32.77,22.64,69.96,77,0,15.64,clear sky
429,Baihar,IN,22.1,80.55,64.4,62,0,1.68,clear sky
430,Semey,KZ,50.41,80.23,28.4,92,0,8.95,clear sky
431,Luderitz,NA,-26.65,15.16,58.59,81,0,7.49,clear sky
432,Comodoro Rivadavia,AR,-45.87,-67.5,60.8,51,0,4.7,clear sky
433,Kassala,SD,15.45,36.4,82.89,42,4,3.38,clear sky
434,Isangel,VU,-19.55,169.27,80.6,78,90,5.82,overcast clouds
435,Axim,GH,4.87,-2.24,76.91,89,52,4.83,light rain
436,Bambanglipuro,ID,-7.95,110.28,83.03,71,32,6.93,scattered clouds
437,Norsup,VU,-16.07,167.38,82.4,74,75,8.05,heavy intensity rain
438,Pasewalk,DE,53.51,13.99,52.0,91,1,6.02,clear sky
439,Rajgarh,IN,28.63,75.38,66.33,27,0,1.07,clear sky
440,Petauke,ZM,-14.24,31.33,69.15,44,100,4.25,overcast clouds
441,Gladstone,AU,-23.85,151.25,78.8,65,75,12.75,light rain
442,Frauenfeld,CH,47.56,8.9,53.01,93,75,4.05,light intensity shower rain
443,Bac Lieu,VN,9.29,105.72,78.24,84,100,1.81,overcast clouds
444,Boituva,BR,-23.28,-47.67,73.4,64,0,11.41,clear sky
445,Bahia Honda,CU,22.9,-83.16,78.89,86,65,13.89,broken clouds
446,Ketrzyn,PL,54.08,21.38,50.31,92,100,1.99,overcast clouds
447,Bubaque,GW,11.28,-15.83,83.95,73,56,6.91,broken clouds
448,Loandjili,CG,-4.76,11.86,78.8,88,75,9.17,broken clouds
449,Marabba,SD,12.35,32.18,82.4,57,13,7.9,few clouds
450,Uige,AO,-7.61,15.06,69.4,96,100,1.66,overcast clouds
451,Alofi,NU,-19.06,-169.92,77.0,94,75,14.99,light intensity drizzle
452,Bull Savanna,JM,17.89,-77.59,74.59,91,100,10.38,overcast clouds
453,Suntar,RU,62.14,117.63,27.23,94,46,4.92,scattered clouds
454,Vanimo,PG,-2.67,141.3,83.28,77,77,4.97,light rain
455,Havelock,US,34.88,-76.9,71.01,83,90,3.36,overcast clouds
456,Kloulklubed,PW,7.04,134.26,84.2,74,75,14.07,broken clouds
457,Sorland,NO,67.67,12.69,43.56,71,33,15.21,scattered clouds
458,Jiangyou,CN,31.77,104.72,62.2,70,100,4.34,overcast clouds
459,Iqaluit,CA,63.75,-68.51,26.6,79,75,4.7,light snow
460,Mayang Imphal,IN,24.62,93.88,64.4,93,75,4.25,light rain
461,Asfi,MA,32.3,-9.24,64.71,73,0,11.52,clear sky
462,Korla,CN,41.76,86.15,46.76,45,100,3.33,overcast clouds
463,Port Blair,IN,11.67,92.75,81.82,82,13,5.5,light rain
464,Tigil,RU,57.8,158.67,40.87,68,93,4.25,overcast clouds
465,Conde,BR,-7.26,-34.91,77.0,88,20,8.05,few clouds
466,Talaya,RU,61.38,152.75,35.55,84,73,3.33,broken clouds
467,Santa Rosa,PH,14.31,121.11,84.0,88,40,3.36,scattered clouds
468,Fare,PF,-16.7,-151.02,79.95,69,100,9.17,overcast clouds
469,Asau,RO,46.43,26.4,54.0,100,0,2.24,light rain
470,Shieli,KZ,44.17,66.75,33.06,79,100,3.31,overcast clouds
471,Noumea,NC,-22.28,166.46,91.4,43,0,13.87,clear sky
472,Provideniya,RU,64.38,-173.3,34.3,88,100,11.92,overcast clouds
473,Manokwari,ID,-0.87,134.08,84.42,69,42,13.62,scattered clouds
474,Sterlibashevo,RU,53.44,55.26,39.4,94,100,17.74,light rain
475,Muborak,UZ,39.26,65.15,45.18,54,58,7.16,broken clouds
476,Nome,US,64.5,-165.41,33.8,86,90,11.41,light rain
477,Remanso,BR,-9.62,-42.08,82.45,39,0,6.06,clear sky
478,Shache,CN,38.42,77.24,44.19,52,0,9.89,clear sky
479,College,US,64.86,-147.8,27.0,53,100,2.75,overcast clouds
480,Hurghada,EG,27.26,33.81,77.0,27,0,8.05,clear sky
481,Capitao Poco,BR,-1.75,-47.06,75.02,83,0,8.05,clear sky
482,Kapuskasing,CA,49.42,-82.43,28.4,92,90,12.75,snow
483,Isla Mujeres,MX,21.23,-86.73,82.4,83,75,3.36,broken clouds
484,Irbeyskoye,RU,55.64,95.45,33.49,93,100,2.75,overcast clouds
485,Diffa,NE,13.32,12.61,80.53,30,20,9.66,few clouds
486,Casablanca,MA,33.59,-7.62,66.0,100,0,3.36,clear sky
487,Phonhong,LA,18.5,102.42,68.0,100,75,1.52,broken clouds
488,Verkhoyansk,RU,67.54,133.38,20.97,88,98,9.1,overcast clouds
489,Baykit,RU,61.67,96.37,28.15,96,100,1.01,overcast clouds
490,Affery,CI,6.32,-3.96,72.32,98,32,2.35,scattered clouds
491,Boca Do Acre,BR,-8.75,-67.4,78.21,76,94,2.26,overcast clouds
492,Bhatkal,IN,13.97,74.57,75.36,84,100,11.9,overcast clouds
493,Cockburn Town,TC,21.46,-71.14,83.05,79,100,16.13,overcast clouds
494,Ureki,GE,42.0,41.78,57.2,71,0,20.8,clear sky
495,Nizwa,OM,22.93,57.53,65.95,25,4,6.73,clear sky
496,Pacific Grove,US,36.62,-121.92,64.0,88,100,1.99,overcast clouds
497,Muisne,EC,0.6,-80.03,74.62,87,78,11.95,broken clouds
498,Necochea,AR,-38.55,-58.74,54.0,88,3,1.99,clear sky
499,Talcahuano,CL,-36.72,-73.12,53.6,87,20,4.7,few clouds
500,Belyy Yar,RU,53.6,91.39,33.8,100,75,6.71,broken clouds
501,Walvis Bay,NA,-22.96,14.51,60.01,87,6,2.24,clear sky
502,Kozhva,RU,65.11,57.05,21.47,91,91,10.2,overcast clouds
503,Lata,PT,40.16,-8.33,51.01,93,0,4.7,clear sky
504,Opuwo,NA,-18.06,13.84,66.65,55,91,1.72,overcast clouds
505,Mandalgovi,MN,45.76,106.27,38.19,58,100,4.76,overcast clouds
506,Barranca,PE,-10.75,-77.77,62.08,82,100,2.59,overcast clouds
507,Campos Belos,BR,-13.04,-46.77,73.78,77,88,5.37,overcast clouds
508,Ulaangom,MN,49.98,92.07,33.4,87,100,5.19,overcast clouds
509,Wanaka,NZ,-44.7,169.15,63.7,51,73,11.56,broken clouds
510,Avera,US,33.19,-82.53,70.0,100,40,5.1,scattered clouds
511,Aykhal,RU,66.0,111.5,14.0,72,0,11.18,clear sky
512,Dabakala,CI,8.37,-4.43,72.9,83,68,2.26,broken clouds
513,Vrangel,RU,42.73,133.08,40.6,67,27,20.54,scattered clouds
514,Nadym,RU,65.53,72.52,12.33,93,89,10.16,overcast clouds
515,Liku,ID,-0.73,119.89,86.11,62,35,0.25,scattered clouds
516,Saint-Joseph,RE,-21.37,55.62,69.8,68,40,3.36,scattered clouds
517,Svetlogorsk,BY,52.63,29.73,49.42,95,100,5.08,overcast clouds
518,Nemuro,JP,43.32,145.57,57.2,71,20,10.29,few clouds
519,Jumla,NP,29.27,82.18,44.06,60,0,4.63,clear sky
520,Listvyanka,RU,51.85,104.87,28.4,100,40,4.47,scattered clouds
521,Varna,BG,43.22,27.92,59.0,87,0,4.7,clear sky
522,Kargopol,RU,61.51,38.95,43.2,97,100,4.5,overcast clouds
523,Santa Ana,US,33.75,-117.87,70.0,75,100,7.02,overcast clouds
524,Baglung,NP,28.27,83.59,59.4,34,0,5.86,clear sky
525,Naze,JP,28.37,129.48,73.4,56,75,9.17,broken clouds
526,Novomikhaylovskiy,RU,44.26,38.86,59.74,68,0,3.89,clear sky
527,Tamandare,BR,-8.76,-35.1,76.69,86,0,9.57,clear sky
528,Buraydah,SA,26.33,43.98,62.6,33,0,5.82,clear sky
529,Port Macquarie,AU,-31.43,152.92,70.0,94,90,6.93,overcast clouds
530,Batangafo,CF,7.3,18.28,72.25,91,100,2.84,overcast clouds
531,Yarmouth,US,41.71,-70.23,59.0,93,90,3.36,overcast clouds
532,Livermore,US,37.68,-121.77,73.99,40,1,10.29,clear sky
533,Booue,GA,-0.09,11.94,71.15,96,100,1.79,overcast clouds
534,Mendi,PG,-6.18,143.65,63.27,92,79,3.8,moderate rain
535,Bonnyville,CA,54.27,-110.73,19.4,73,90,3.36,overcast clouds
536,Camopi,GF,3.17,-52.32,77.0,82,0,4.03,clear sky
537,Naustdal,NO,61.51,5.72,42.8,81,100,16.11,overcast clouds
538,Cascavel,BR,-24.96,-53.46,68.23,68,0,4.12,clear sky
539,Murdochville,CA,48.96,-65.5,38.25,95,100,15.97,overcast clouds
540,Kushima,JP,31.46,131.23,62.6,48,20,18.34,few clouds
541,Ust-Maya,RU,60.42,134.53,16.47,92,0,1.28,clear sky
542,Rio Grande,BR,-32.03,-52.1,64.0,95,100,9.62,overcast clouds
543,Saint Anthony,US,45.02,-93.22,35.6,69,90,9.17,overcast clouds
544,Teacapan,MX,22.55,-105.75,83.25,78,1,7.72,clear sky
545,Pandamatenga,BW,-18.53,25.63,69.39,33,4,5.68,clear sky
546,Arlit,NE,18.74,7.39,79.29,16,0,12.12,clear sky
547,Kenai,US,60.55,-151.26,41.0,60,90,16.11,overcast clouds
548,Biak,ID,-0.91,122.88,83.97,69,20,3.24,few clouds
549,Mana,GF,5.66,-53.78,80.76,83,50,10.69,scattered clouds
550,Boddam,GB,57.47,-1.78,42.01,93,88,9.17,overcast clouds
551,Clyde River,CA,70.47,-68.59,21.2,85,90,5.82,overcast clouds
552,Sinnamary,GF,5.38,-52.95,80.37,84,90,9.55,overcast clouds
553,Siddipet,IN,18.1,78.85,71.2,72,5,2.46,clear sky
554,Dubti,ET,11.74,41.09,84.18,34,24,3.0,few clouds
555,Tombouctou,ML,20.0,-3.0,88.41,12,16,9.15,few clouds
556,Ambulu,ID,-8.35,113.61,82.63,73,9,3.02,clear sky
557,Ishinomaki,JP,38.42,141.3,60.8,44,20,17.22,few clouds
558,Paso De Carrasco,UY,-34.86,-56.05,62.01,100,75,6.93,fog
559,Beloha,MG,-25.17,45.05,69.46,78,100,9.04,overcast clouds
560,Soyo,AO,-6.13,12.37,76.71,82,100,8.99,light rain
561,Dalvik,IS,65.97,-18.53,41.0,80,90,8.05,drizzle
562,Nara,JP,34.69,135.8,64.99,63,40,10.29,scattered clouds
563,Bukama,CD,-9.2,25.85,72.03,82,46,2.44,scattered clouds
564,Emerald,AU,-23.53,148.17,71.6,83,75,8.05,light rain
565,Manjacaze,MZ,-24.71,33.88,64.62,95,0,3.74,clear sky
566,Eyl,SO,7.98,49.82,78.84,80,100,0.74,overcast clouds
567,Lasa,IT,46.62,10.7,52.0,100,90,3.36,moderate rain
568,Bhinmal,IN,25.0,72.25,72.99,41,0,3.65,clear sky
569,Berdigestyakh,RU,62.1,126.7,26.02,98,100,5.01,light snow
570,Panzhihua,CN,26.59,101.71,60.57,66,85,1.5,overcast clouds
571,Valkla,EE,59.47,25.32,39.2,76,40,4.7,scattered clouds
572,Hosdurga,IN,13.8,76.29,68.45,84,28,3.02,scattered clouds
573,Liverpool,GB,53.41,-2.98,46.4,81,20,12.75,few clouds
574,Dalian,CN,38.91,121.6,57.2,54,0,6.71,clear sky
575,Lazaro Cardenas,MX,17.96,-102.2,81.14,83,100,5.28,overcast clouds
576,Camana,PE,-16.62,-72.71,64.0,78,98,4.34,overcast clouds
577,Huntley,US,42.17,-88.43,41.0,74,100,4.0,overcast clouds
578,Vibo Valentia,IT,38.7,16.13,48.2,100,40,5.82,scattered clouds
579,Vostok,RU,46.49,135.88,26.31,100,100,12.64,snow
580,Maragogi,BR,-9.01,-35.22,76.37,86,0,9.44,light rain
581,Nantucket,US,41.28,-70.1,57.99,91,90,6.93,overcast clouds
582,Minsk,BY,53.9,27.57,44.6,100,90,4.47,fog
583,Atyrau,KZ,47.12,51.88,50.0,93,40,13.42,mist
584,Fonte Boa,BR,-2.5,-66.27,74.89,94,100,0.4,moderate rain
585,Zambezi,ZM,-13.54,23.1,68.5,48,18,5.61,few clouds
586,Nokaneng,BW,-19.67,22.27,74.32,27,60,10.47,broken clouds
587,Tra Vinh,VN,9.93,106.35,79.7,83,97,1.57,overcast clouds
588,Gunjur,GM,13.2,-16.73,80.6,94,75,8.25,broken clouds
589,San Ignacio,BZ,17.16,-89.07,82.4,83,0,4.7,clear sky
590,Sinjai,ID,-5.12,120.25,88.56,56,2,5.95,clear sky
591,Novoagansk,RU,61.94,76.66,13.73,96,0,4.03,clear sky
592,Russell,US,32.35,-85.2,75.2,88,1,3.22,clear sky
593,Lufilufi,WS,-13.87,-171.6,87.8,70,40,3.36,scattered clouds
594,Tessalit,ML,20.2,1.01,81.79,17,0,10.6,clear sky
595,Hervey Bay,AU,-25.3,152.85,81.0,65,75,18.34,light rain
596,Tatarsk,RU,55.22,75.98,25.54,95,100,14.25,light snow
597,Chato,TZ,-2.64,31.77,67.89,68,0,3.36,clear sky
598,Ust-Nera,RU,64.57,143.2,24.75,92,96,3.22,overcast clouds
599,Marfino,RU,55.7,37.38,51.8,76,40,13.42,scattered clouds
600,Bloomington,US,44.84,-93.3,33.8,74,90,12.75,overcast clouds
601,Myaundzha,RU,63.05,147.19,23.02,94,96,2.73,overcast clouds
602,Yoichi,JP,43.2,140.77,51.8,71,75,8.05,light rain
603,Tazovskiy,RU,67.47,78.7,22.15,97,99,9.44,overcast clouds
604,Poros,GR,37.5,23.45,66.0,55,0,1.99,clear sky
605,High Rock,BS,26.62,-78.28,77.0,88,75,6.93,broken clouds
606,Veraval,IN,20.9,70.37,80.47,53,0,6.42,clear sky
607,Road Town,VG,18.42,-64.62,84.0,88,0,11.99,clear sky
608,Karpathos,GR,35.51,27.21,69.8,77,0,16.11,clear sky
609,Buchanan,LR,5.88,-10.05,77.2,88,99,6.62,moderate rain
610,Kribi,CM,2.95,9.92,75.58,90,100,1.43,light rain
611,Harper,LR,4.38,-7.72,76.87,90,79,6.69,broken clouds
612,Batticaloa,LK,7.71,81.69,77.63,74,0,6.67,clear sky
613,Campbellsville,US,37.34,-85.34,68.0,88,75,5.82,light rain
614,Iaciara,BR,-14.1,-46.63,71.69,85,47,6.76,scattered clouds
615,San Cristobal,VE,7.77,-72.22,66.49,90,90,2.01,moderate rain
616,Ipaba,BR,-19.41,-42.42,69.35,83,91,2.17,overcast clouds
617,Kabalo,CD,-6.05,26.92,69.62,94,100,1.9,overcast clouds
618,San Carlos De Bariloche,AR,-41.15,-71.31,55.4,47,0,19.46,clear sky
619,Kazachinskoye,RU,57.7,93.28,29.21,96,0,4.83,clear sky
620,Erenhot,CN,43.65,111.98,41.76,55,0,6.06,clear sky
621,Fort Nelson,CA,58.81,-122.7,28.4,39,20,4.7,few clouds
622,Namibe,AO,-15.2,12.15,69.35,82,63,5.23,broken clouds
623,Egvekinot,RU,66.32,-179.17,24.01,94,6,8.95,clear sky
624,Rocha,UY,-34.48,-54.33,59.59,98,58,3.83,broken clouds
625,Peleduy,RU,59.63,112.74,30.65,96,100,0.83,overcast clouds
626,Ketchikan,US,55.34,-131.65,44.6,26,1,5.82,clear sky
627,Dingle,PH,11.0,122.67,75.87,92,100,10.0,overcast clouds
628,Hambantota,LK,6.12,81.12,75.2,100,20,6.93,few clouds
629,Chicama,PE,-7.84,-79.15,63.43,79,96,4.56,overcast clouds
630,Juneau,US,58.3,-134.42,37.99,29,75,5.82,broken clouds
631,Campo Grande,BR,-20.44,-54.65,73.4,83,75,4.7,broken clouds
632,Oxford,GB,51.75,-1.26,45.0,93,0,6.93,clear sky
633,Manta,EC,-0.95,-80.73,73.4,78,90,10.29,overcast clouds
634,Itubera,BR,-13.73,-39.15,71.19,92,76,3.06,broken clouds
635,Paranaiba,BR,-19.68,-51.19,76.46,80,100,5.41,overcast clouds
636,Mineiros,BR,-17.57,-52.55,71.42,87,100,5.79,moderate rain
637,Log,RU,49.48,43.86,56.59,80,100,8.21,light rain
638,North Bend,US,43.41,-124.22,57.99,100,90,6.93,mist
639,Simpang Empat,MY,4.95,100.63,80.6,88,20,1.88,few clouds
640,Bolshoy Lug,RU,52.08,104.09,28.4,100,40,4.47,scattered clouds
641,Ati,TD,13.22,18.34,83.7,18,2,13.47,clear sky
642,Victor Harbor,AU,-35.57,138.62,57.99,72,70,4.0,broken clouds
643,Lloydminster,CA,53.28,-110.0,17.6,61,90,3.36,overcast clouds
644,Darhan,MN,49.49,105.92,37.13,75,100,2.42,overcast clouds
645,Pierre,US,44.37,-100.35,21.2,79,1,4.7,clear sky
646,Lircay,PE,-12.99,-74.72,47.98,65,100,8.79,light rain
647,Dorado,PR,18.46,-66.27,82.4,83,20,9.17,few clouds
648,Comal,US,29.82,-98.3,55.0,88,37,4.0,scattered clouds
649,Flinders,AU,-34.58,150.86,75.99,79,100,4.0,overcast clouds
650,Anqing,CN,30.51,117.05,58.17,45,39,6.53,light rain
651,Fairbanks,US,64.84,-147.72,27.0,48,100,2.77,overcast clouds
652,Hami,CN,42.8,93.45,47.66,43,0,7.05,clear sky
653,Sola,VU,-13.88,167.55,87.8,74,75,5.82,broken clouds
654,Rapid Valley,US,44.06,-103.15,21.99,85,1,14.99,clear sky
655,Iquique,CL,-20.22,-70.14,62.6,77,90,16.11,overcast clouds
656,Millinocket,US,45.66,-68.71,53.6,81,90,5.82,overcast clouds
657,Kulhudhuffushi,MV,6.62,73.07,81.59,77,30,10.76,scattered clouds
658,Tulangan,ID,-7.49,112.66,85.95,62,0,2.26,clear sky
659,Ghorawal,IN,24.77,82.78,69.44,66,0,3.85,clear sky
660,Isiro,CD,2.77,27.62,68.09,99,100,1.05,overcast clouds
661,Papayal,PE,-4.08,-80.74,71.44,70,100,1.88,overcast clouds
662,Ayan,RU,56.45,138.17,37.17,90,100,18.54,moderate rain
663,Christchurch,NZ,-43.53,172.63,73.4,35,0,10.29,clear sky
664,Belaya Gora,RU,68.53,146.42,10.99,90,41,3.78,scattered clouds
665,Gaoua,BF,10.3,-3.25,75.22,55,38,5.03,scattered clouds
666,Along,IN,28.17,94.77,66.36,90,100,1.23,overcast clouds
667,Karoi,ZW,-16.81,29.69,64.47,42,0,4.61,clear sky
668,Jati,PK,24.35,68.27,75.4,61,0,6.67,clear sky
669,Ahuimanu,US,21.44,-157.84,82.4,88,90,6.93,light rain
670,Boshnyakovo,RU,49.63,142.17,46.8,72,61,5.97,broken clouds
671,Chala,TZ,-7.58,31.27,62.65,71,83,4.34,broken clouds
672,Pahrump,US,36.21,-115.98,75.2,12,1,4.7,clear sky
673,Adeje,ES,28.12,-16.73,69.8,56,20,13.87,few clouds
674,Dakar,SN,14.69,-17.44,82.4,94,0,4.7,clear sky
675,Sakaiminato,JP,35.55,133.23,60.8,59,20,18.34,few clouds
676,Luanda,AO,-8.84,13.23,77.0,78,75,8.05,broken clouds
677,Byron Bay,AU,-28.65,153.62,75.2,78,75,10.29,broken clouds
678,Omboue,GA,-1.57,9.26,75.79,90,100,5.32,overcast clouds
679,Nautla,MX,20.22,-96.78,77.32,76,0,3.09,clear sky
680,San Quintin,MX,30.48,-115.95,66.88,74,100,9.93,overcast clouds
681,Santa Engracia,ES,41.94,-1.32,53.6,87,0,3.62,clear sky
682,Karratha,AU,-20.74,116.85,78.94,39,0,10.78,clear sky
683,Miri,MY,4.41,114.01,77.0,94,40,4.7,scattered clouds
684,Rybachiy,RU,48.71,44.74,55.4,87,0,13.42,light rain
685,Plonsk,PL,52.62,20.38,54.0,100,75,6.93,mist
686,Copiapo,CL,-27.37,-70.33,55.4,82,0,11.41,clear sky
687,Bairiki,KI,1.33,172.98,86.0,66,40,10.29,scattered clouds
688,Gazanjyk,TM,39.24,55.52,46.81,74,0,1.39,clear sky
689,Mwinilunga,ZM,-11.74,24.43,68.5,51,100,2.55,overcast clouds
690,Bealanana,MG,-14.55,48.73,54.79,90,4,4.21,clear sky
691,Bemidji,US,47.47,-94.88,23.0,92,75,6.93,broken clouds
692,Port Hueneme,US,34.15,-119.2,66.99,72,90,5.82,overcast clouds
693,Haines Junction,CA,60.75,-137.51,23.16,80,100,1.57,overcast clouds
694,Marquette,US,46.53,-87.63,34.0,94,92,8.28,overcast clouds
695,Sakit,IN,27.45,78.82,70.16,26,0,2.46,clear sky
696,Zhuhai,CN,22.28,113.57,73.4,53,20,17.22,few clouds
697,Inverell,AU,-29.78,151.12,66.0,96,100,8.01,light rain
698,Taiyuan,CN,37.87,112.56,41.0,48,0,2.24,clear sky
699,Goure,NE,13.98,10.27,84.0,21,0,5.99,clear sky
700,Sayyan,YE,15.17,44.32,49.28,43,4,4.03,clear sky
701,Menongue,AO,-14.66,17.69,68.16,51,31,3.49,scattered clouds
702,Faya,SA,18.39,42.45,57.2,26,0,4.92,clear sky
703,Alugan,PH,12.22,125.48,84.2,72,93,3.98,overcast clouds
704,Shakhovskaya,RU,56.03,35.51,46.98,87,92,13.4,overcast clouds
705,Stadtallendorf,DE,50.83,9.02,50.0,85,17,5.46,few clouds
706,Anito,PH,12.45,125.29,84.67,72,100,7.09,overcast clouds
707,Challapata,BO,-18.9,-66.77,55.8,37,9,11.59,clear sky
708,Gostyn,PL,51.88,17.01,57.99,98,100,11.59,overcast clouds
709,Madimba,TZ,-10.4,40.33,75.7,87,100,4.92,overcast clouds
710,Hobyo,SO,5.35,48.53,81.07,77,100,11.01,overcast clouds
711,Galle,LK,6.04,80.22,79.03,85,53,9.95,light rain
712,Nuuk,GL,64.18,-51.72,30.2,68,12,2.24,few clouds
713,Gat,IL,31.61,34.76,69.8,83,0,3.36,clear sky
714,Praia,CV,14.92,-23.51,78.8,78,40,17.22,scattered clouds
715,Stornoway,GB,58.21,-6.39,48.99,81,75,33.33,light intensity shower rain
716,Oussouye,SN,12.48,-16.55,78.8,88,0,6.93,clear sky
717,Manadhoo,MV,5.77,73.38,81.27,80,67,12.75,light rain
